ADM_RATE,SAT_AVG,UGDS,COSTT4_A,C150_4,UGDS_WOMEN,STUFACR,MD_EARN_WNE_1YR,STATE
0.6281,1085.0,860.0,46522.0,0.5132,0.4849,10.0,46134.0,Michigan
0.9324,1172.0,2385.0,38881.0,0.668,0.6541,11.0,61631.0,Michigan
0.8461,1061.0,12344.0,25802.0,0.4821,0.6118,15.0,40552.0,Michigan
0.8477,1047.0,8810.0,24295.0,0.4771,0.5235,15.0,45686.0,Michigan
0.8559,1257.0,1496.0,58080.0,0.6959,0.2086,12.0,76368.0,Michigan
0.9132,1109.0,1463.0,37413.0,0.5897,0.6179,15.0,37874.0,Michigan
0.5226,1034.0,1954.0,37218.0,0.6404,0.6627,11.0,46151.0,Michigan
0.8325,1220.0,38424.0,20623.0,0.8207,0.5158,16.0,47200.0,Michigan
0.8575,1256.0,5701.0,30572.0,0.691,0.2896,13.0,66615.0,Michigan
0.6877,1180.0,6193.0,21531.0,0.5631,0.4617,16.0,51357.0,Michigan
0.7386,1141.0,4372.0,21703.0,0.356,0.6423,14.0,45777.0,Michigan
0.9209,1117.0,13538.0,23229.0,0.5608,0.5779,17.0,47256.0,Michigan
0.885,1019.0,838.0,44592.0,0.4412,0.4177,15.0,37481.0,Michigan
0.7781,1069.0,6522.0,22586.0,0.4248,0.6417,16.0,45072.0,Michigan
0.6326,1155.0,16530.0,25657.0,0.5576,0.5926,14.0,45524.0,Michigan
0.8281,1122.0,14286.0,26409.0,0.5627,0.4976,16.0,41262.0,Michigan
0.7637,1074.0,2346.0,54738.0,0.5807,0.558,13.0,45532.0,Minnesota
0.7495,1120.0,3508.0,21352.0,0.4759,0.5735,16.0,44676.0,Minnesota
0.8868,1188.0,2298.0,53361.0,0.7431,0.6057,11.0,47638.0,Minnesota
0.72,1150.0,1862.0,56594.0,0.7423,0.5559,12.0,39255.0,Minnesota
0.9137,1187.0,736.0,28000.0,0.7485,0.5068,12.0,33167.0,Minnesota
0.7643,1140.0,1787.0,52529.0,0.649,0.6379,13.0,39409.0,Minnesota
0.6948,1120.0,11500.0,21060.0,0.5183,0.5363,21.0,45050.0,Minnesota
0.7323,1370.0,30734.0,27508.0,0.8421,0.5397,17.0,45291.0,Minnesota
0.7954,1220.0,8084.0,25227.0,0.6467,0.4854,16.0,43777.0,Minnesota
0.7171,1120.0,3778.0,22319.0,0.5692,0.622,18.0,40788.0,Minnesota
0.9432,1085.0,6054.0,19875.0,0.4719,0.5101,16.0,43371.0,Minnesota
0.8865,1213.0,1533.0,62219.0,0.7871,0.0,11.0,47819.0,Minnesota
0.7369,1205.0,2134.0,51880.0,0.6516,0.6926,10.0,59350.0,Minnesota
0.7553,1222.0,6030.0,60092.0,0.781,0.4841,14.0,53323.0,Minnesota
0.7489,1133.0,2546.0,51940.0,0.5941,0.9568,9.0,48724.0,Minnesota
0.7691,1120.0,5606.0,22312.0,0.63,0.6671,16.0,44146.0,Minnesota
0.3891,1086.0,2478.0,22940.0,0.4188,0.6606,15.0,29553.0,Mississippi
0.6402,1106.0,1632.0,36113.0,0.5366,0.6752,10.0,33813.0,Mississippi
0.9909,1068.0,619.0,26868.0,0.5818,0.5234,21.0,33582.0,Mississippi
0.9978,1020.0,1716.0,21105.0,0.4393,0.5973,10.0,34276.0,Mississippi
0.6211,975.0,4742.0,24637.0,0.3895,0.6504,15.0,30196.0,Mississippi
0.6806,1208.0,635.0,57505.0,0.6154,0.5087,9.0,32696.0,Mississippi
0.8966,1201.0,15994.0,25492.0,0.6839,0.5765,16.0,44413.0,Mississippi
0.9929,1083.0,1834.0,20480.0,0.4472,0.8184,11.0,48169.0,Mississippi
0.7861,900.0,1316.0,20315.0,0.271,0.5767,12.0,25631.0,Mississippi
0.49,1185.0,2244.0,35853.0,0.6273,0.5994,13.0,37994.0,Mississippi
0.7612,1228.0,18451.0,25795.0,0.5973,0.5038,17.0,38872.0,Mississippi
0.9579,1135.0,10597.0,24119.0,0.5179,0.6465,16.0,38293.0,Mississippi
0.5581,992.0,563.0,17173.0,0.3377,0.6199,9.0,23897.0,Mississippi
0.5745,1217.0,1960.0,23738.0,0.6026,0.7122,13.0,37232.0,Mississippi
0.68,1050.0,999.0,31636.0,0.3911,0.6096,10.0,43407.0,Missouri
0.593,1068.0,232.0,19191.0,0.4286,0.5345,10.0,26415.0,Missouri
0.9254,1102.0,840.0,41119.0,0.4885,0.431,14.0,31938.0,Missouri
0.6542,1249.0,1340.0,42802.0,0.6028,0.5627,12.0,34288.0,Missouri
0.7811,1100.0,656.0,42135.0,0.6124,0.622,10.0,35764.0,Missouri
0.6505,1116.0,543.0,36584.0,0.3896,0.5396,10.0,33623.0,Missouri
0.7484,1138.0,4599.0,31101.0,0.5313,0.5601,13.0,39808.0,Missouri
0.9154,1132.0,5627.0,43856.0,0.7323,0.6867,13.0,57081.0,Missouri
0.618,1124.0,1504.0,41811.0,0.4055,0.5379,20.0,35546.0,Missouri
0.9687,1083.0,3593.0,16181.0,0.3699,0.6076,15.0,37127.0,Missouri
0.6588,970.0,1447.0,35117.0,0.2523,0.3856,15.0,31936.0,Missouri
0.7655,1263.0,23092.0,27518.0,0.7251,0.5414,18.0,44512.0,Missouri
0.7598,1239.0,6762.0,22643.0,0.5676,0.5917,14.0,44764.0,Missouri
0.854,1345.0,5668.0,23352.0,0.6344,0.2276,19.0,70668.0,Missouri
0.5661,1225.0,5718.0,24972.0,0.5755,0.557,14.0,42943.0,Missouri
0.6099,1278.0,3318.0,21858.0,0.7205,0.6007,13.0,34654.0,Missouri
0.8558,1104.0,4760.0,20745.0,0.5242,0.5931,19.0,36856.0,Missouri
0.6666,1139.0,1921.0,53456.0,0.7421,0.6601,13.0,57940.0,Missouri
0.7005,1355.0,7277.0,63757.0,0.7996,0.6147,9.0,51522.0,Missouri
0.9108,1185.0,254.0,49252.0,0.766,0.6496,7.0,118133.0,Missouri
0.9621,1101.0,1700.0,36077.0,0.5172,0.6471,11.0,40168.0,Missouri
0.6366,1086.0,409.0,37566.0,0.5316,1.0,8.0,29566.0,Missouri
0.9385,1146.0,14210.0,22720.0,0.5948,0.5961,19.0,34606.0,Missouri
0.13,1524.0,7713.0,79586.0,0.9312,0.5283,7.0,56841.0,Missouri
0.5945,1166.0,2327.0,44508.0,0.5704,0.5625,11.0,51899.0,Missouri
0.47,1189.0,779.0,49283.0,0.6531,0.5045,10.0,48627.0,Missouri
0.8392,1200.0,1084.0,51646.0,0.6744,0.6116,11.0,39039.0,Montana
1.0,1070.0,660.0,41324.0,0.3865,0.6348,8.0,63105.0,Montana
0.8984,1172.0,1467.0,21266.0,0.5734,0.3899,13.0,59111.0,Montana
0.73,1176.0,14329.0,22358.0,0.5452,0.4633,18.0,42419.0,Montana
0.8214,1126.0,7026.0,20680.0,0.4772,0.5791,15.0,31783.0,Montana
0.8066,1097.0,807.0,42238.0,0.523,0.4882,12.0,34987.0,Montana
0.8475,1151.0,1190.0,47238.0,0.5821,0.5134,14.0,39548.0,Nebraska
0.7775,1300.0,4455.0,58328.0,0.7885,0.5926,11.0,55037.0,Nebraska
0.9032,1097.0,4289.0,23361.0,0.5796,0.6246,13.0,40660.0,Nebraska
0.6375,1076.0,1200.0,47552.0,0.4498,0.4958,13.0,42939.0,Nebraska
0.8725,1100.0,12010.0,19834.0,0.5044,0.5541,15.0,42145.0,Nebraska
0.8181,1246.0,1686.0,49581.0,0.6583,0.567,12.0,41178.0,Nebraska
0.8107,1219.0,19448.0,24616.0,0.6641,0.4948,16.0,42368.0,Nebraska
0.9848,1082.0,574.0,37738.0,0.5988,0.561,10.0,46988.0,Nebraska
0.618,995.0,435.0,31650.0,0.422,0.4644,11.0,31752.0,Nebraska
0.8816,1153.0,16274.0,23594.0,0.6268,0.5308,17.0,41729.0,Nevada
0.0617,1508.0,4533.0,80184.0,0.936,0.4935,7.0,60840.0,New Hampshire
0.8672,1215.0,11429.0,34157.0,0.7784,0.5635,17.0,44656.0,New Hampshire
0.8809,1079.0,2930.0,29113.0,0.5991,0.5464,15.0,37392.0,New Hampshire
0.8403,941.0,1294.0,43583.0,0.3776,0.6113,14.0,34318.0,New Jersey
0.9596,1155.0,1624.0,47653.0,0.5904,0.6182,13.0,39093.0,New Jersey
0.9762,1066.0,1111.0,49199.0,0.6844,0.6355,12.0,41852.0,New Jersey
0.9198,1020.0,1903.0,48561.0,0.5203,0.7267,14.0,56760.0,New Jersey
0.796,1121.0,1314.0,46725.0,0.5839,0.7519,10.0,42048.0,New Jersey
0.8377,1181.0,14925.0,31040.0,0.6859,0.4736,17.0,39206.0,New Jersey
0.9066,1015.0,5146.0,25165.0,0.3901,0.5801,14.0,41333.0,New Jersey
0.7916,1023.0,10291.0,25272.0,0.4772,0.6149,16.0,38899.0,New Jersey
0.8354,1161.0,4057.0,53733.0,0.6924,0.6175,12.0,41881.0,New Jersey
0.9061,1110.0,15993.0,23180.0,0.6732,0.6133,17.0,36026.0,New Jersey
0.6914,1314.0,8377.0,29862.0,0.7369,0.2472,15.0,64152.0,New Jersey
0.0438,1517.0,5236.0,68044.0,0.9757,0.499,5.0,64287.0,New Jersey
0.701,1197.0,4859.0,23579.0,0.7174,0.5765,15.0,42752.0,New Jersey
0.8195,1194.0,3174.0,58498.0,0.6086,0.5813,10.0,42396.0,New Jersey
0.787,1131.0,4747.0,26094.0,0.7085,0.6254,14.0,49190.0,New Jersey
0.6816,1359.0,35827.0,24777.0,0.8373,0.5,15.0,49190.0,New Jersey
0.7743,1154.0,8066.0,25808.0,0.649,0.5476,13.0,49190.0,New Jersey
0.9284,1070.0,2017.0,46773.0,0.5845,0.6227,11.0,39048.0,New Jersey
0.7661,1298.0,5924.0,62269.0,0.7194,0.5422,15.0,48470.0,New Jersey
0.5269,1446.0,4053.0,72603.0,0.8728,0.3015,12.0,77960.0,New Jersey
0.8454,1154.0,8359.0,28450.0,0.762,0.6064,17.0,34341.0,New Jersey
0.6198,1270.0,6491.0,24171.0,0.8691,0.5733,13.0,49979.0,New Jersey
0.325,1002.0,2861.0,14319.0,0.3993,0.6075,16.0,38012.0,New Mexico
0.9672,1233.0,1201.0,20876.0,0.5526,0.3056,10.0,61201.0,New Mexico
0.9727,1135.0,15092.0,20184.0,0.5358,0.5859,13.0,37922.0,New Mexico
0.5726,1040.0,10674.0,19510.0,0.5041,0.5782,15.0,35910.0,New Mexico
0.7746,1200.0,5168.0,54230.0,0.7089,0.6921,12.0,61981.0,New York
0.7182,1295.0,639.0,48114.0,0.6828,0.6479,7.0,48699.0,New York
0.6716,1188.0,1460.0,52103.0,0.5991,0.5137,9.0,33732.0,New York
0.8146,1174.0,1807.0,39531.0,0.7062,0.5102,12.0,35188.0,New York
0.7458,1289.0,2790.0,70442.0,0.756,0.3072,13.0,68239.0,New York
0.1719,1448.0,3152.0,77580.0,0.9027,0.5511,9.0,44883.0,New York
0.0413,1528.0,8832.0,70999.0,0.9736,0.4939,6.0,70664.0,New York
0.0869,1510.0,15451.0,77047.0,0.9414,0.539,9.0,66972.0,New York
0.9245,1135.0,1388.0,37215.0,0.6426,0.7478,7.0,67692.0,New York
0.756,1058.0,1131.0,42823.0,0.4353,0.6622,12.0,46400.0,New York
0.583,1402.0,9669.0,70340.0,0.8316,0.5895,14.0,48682.0,New York
0.9264,1006.0,723.0,33299.0,0.5724,0.5671,12.0,33599.0,New York
0.6743,1285.0,1639.0,76415.0,0.7306,0.5143,9.0,40788.0,New York
0.6776,1288.0,6004.0,62994.0,0.6971,0.5705,13.0,42001.0,New York
0.7907,1193.0,841.0,46227.0,0.6461,0.6314,12.0,25284.0,New York
0.9256,1176.0,2667.0,54268.0,0.6189,0.5257,15.0,41234.0,New York
0.5043,1449.0,144.0,70174.0,0.8718,0.5625,7.0,45838.0,New York
0.9364,1144.0,1118.0,51075.0,0.5016,0.7433,12.0,41155.0,New York
0.734,1224.0,2604.0,49680.0,0.7575,0.6202,12.0,43828.0,New York
0.9332,1219.0,5909.0,51591.0,0.468,0.6832,13.0,54254.0,New York
0.8294,1161.0,1326.0,50645.0,0.6125,0.6078,9.0,35798.0,New York
0.5995,1282.0,5097.0,60386.0,0.8172,0.5768,16.0,47847.0,New York
0.8578,1061.0,5860.0,29251.0,0.4962,0.7005,15.0,39153.0,New York
0.7933,1235.0,3248.0,45103.0,0.7007,0.7214,10.0,84029.0,New York
0.9145,1087.0,1560.0,49158.0,0.6247,0.716,11.0,60134.0,New York
0.8211,1102.0,2253.0,50145.0,0.5639,0.771,15.0,53103.0,New York
0.1296,1507.0,28556.0,75348.0,0.8687,0.5822,8.0,56395.0,New York
0.922,1160.0,2764.0,47719.0,0.7049,0.6444,11.0,59824.0,New York
0.8035,1218.0,3345.0,51103.0,0.5573,0.4042,12.0,50900.0,New York
0.9965,989.0,975.0,41924.0,0.4009,0.5836,15.0,33323.0,New York
0.8762,1219.0,7820.0,60887.0,0.5909,0.6598,15.0,52562.0,New York
0.6786,1315.0,3869.0,69670.0,0.7134,0.7222,10.0,32573.0,New York
0.5302,1450.0,5579.0,75824.0,0.8419,0.3096,13.0,70951.0,New York
0.8739,1154.0,1085.0,45375.0,0.6356,0.6866,13.0,53964.0,New York
0.7136,1369.0,13085.0,66396.0,0.6898,0.3396,13.0,60248.0,New York
0.4055,1455.0,6417.0,77995.0,0.8586,0.5157,10.0,60800.0,New York
0.7811,1174.0,1742.0,52697.0,0.7103,0.4512,11.0,40603.0,New York
0.8525,1121.0,2364.0,34472.0,0.5235,0.6447,15.0,31919.0,New York
0.5655,1326.0,2227.0,74641.0,0.8186,0.5375,11.0,37152.0,New York
0.892,1159.0,1051.0,48015.0,0.5551,0.4653,17.0,31911.0,New York
0.5847,1376.0,1499.0,74388.0,0.7649,0.7825,11.0,27095.0,New York
0.7977,1165.0,3753.0,36095.0,0.7081,0.6906,12.0,39193.0,New York
0.711,1196.0,2586.0,48687.0,0.7301,0.5808,11.0,51328.0,New York
0.8514,1210.0,10058.0,54899.0,0.6821,0.5554,16.0,44550.0,New York
0.7251,1106.0,8918.0,15236.0,0.5346,0.4096,17.0,40743.0,New York
0.6799,1190.0,12556.0,26681.0,0.6627,0.5352,18.0,37279.0,New York
0.4415,1398.0,14303.0,27411.0,0.8382,0.5129,19.0,44075.0,New York
0.7009,1276.0,21303.0,26550.0,0.7378,0.4576,13.0,41881.0,New York
0.4806,1393.0,17900.0,25860.0,0.7766,0.5099,19.0,48743.0,New York
0.7725,1229.0,1924.0,18402.0,0.6542,0.3015,13.0,50388.0,New York
0.7645,1147.0,5668.0,22929.0,0.6319,0.5999,15.0,39051.0,New York
0.8454,1045.0,6024.0,18970.0,0.412,0.5677,15.0,33664.0,New York
0.605,1169.0,5974.0,25424.0,0.6491,0.5608,15.0,32827.0,New York
0.9075,1197.0,3540.0,24184.0,0.6198,0.5839,13.0,31299.0,New York
0.7385,1250.0,4450.0,26361.0,0.7611,0.6362,16.0,34674.0,New York
0.4614,1243.0,6142.0,25446.0,0.7334,0.6333,15.0,29827.0,New York
0.7965,1182.0,6095.0,24314.0,0.6637,0.5275,16.0,35948.0,New York
0.7541,1242.0,3369.0,28021.0,0.635,0.5898,13.0,22095.0,New York
0.7657,1165.0,3936.0,15718.0,0.4812,0.6029,15.0,37734.0,New York
0.6796,1154.0,4286.0,25919.0,0.6466,0.5987,16.0,36185.0,New York
0.7405,1201.0,1399.0,27369.0,0.7365,0.1415,15.0,69899.0,New York
0.5919,1328.0,14515.0,74518.0,0.8245,0.5472,14.0,47113.0,New York
0.2521,1252.0,1006.0,9715.0,0.8118,0.2167,13.0,65932.0,New York
0.8469,1255.0,18486.0,20133.0,0.7274,0.5675,17.0,34827.0,North Carolina
0.986,1054.0,1045.0,45324.0,0.5183,0.5158,13.0,39209.0,North Carolina
0.8725,1124.0,3313.0,53393.0,0.5596,0.5249,14.0,40239.0,North Carolina
0.0589,1516.0,6815.0,78176.0,0.9587,0.5162,6.0,69932.0,North Carolina
0.7679,951.0,1807.0,13562.0,0.3977,0.5855,16.0,31821.0,North Carolina
0.8206,923.0,4986.0,16603.0,0.3732,0.7054,15.0,35936.0,North Carolina
0.7895,1086.0,1980.0,45023.0,0.4761,0.6465,11.0,39913.0,North Carolina
0.8209,1055.0,1025.0,54171.0,0.5466,0.5112,12.0,29066.0,North Carolina
0.8028,1218.0,4871.0,56463.0,0.7048,0.5576,17.0,40140.0,North Carolina
0.592,1146.0,869.0,44130.0,0.404,0.6525,11.0,36870.0,North Carolina
0.6987,1228.0,1411.0,51227.0,0.6849,1.0,10.0,36771.0,North Carolina
0.7859,1178.0,1512.0,44518.0,0.3686,0.4491,10.0,36622.0,North Carolina
0.9024,1164.0,851.0,41765.0,0.2937,0.4548,13.0,27893.0,North Carolina
0.8258,1022.0,1891.0,33560.0,0.4746,0.6467,14.0,41551.0,North Carolina
0.5735,1038.0,11327.0,18332.0,0.5307,0.6107,19.0,36022.0,North Carolina
0.8163,1233.0,3084.0,20515.0,0.6458,0.5704,14.0,25479.0,North Carolina
0.204,1214.0,19722.0,24498.0,0.9047,0.6037,15.0,46617.0,North Carolina
0.7945,1184.0,23708.0,23364.0,0.6565,0.4752,20.0,42089.0,North Carolina
0.9084,1172.0,14889.0,19181.0,0.5755,0.6685,17.0,34664.0,North Carolina
0.7602,1010.0,5323.0,24739.0,0.5077,0.7098,15.0,31976.0,North Carolina
0.2975,1236.0,935.0,22045.0,0.6985,0.6107,6.0,20718.0,North Carolina
0.4748,1361.0,24999.0,24406.0,0.8436,0.4942,15.0,48377.0,North Carolina
0.2802,984.0,1362.0,45109.0,0.4026,0.5184,12.0,35383.0,North Carolina
0.6798,1259.0,14161.0,25235.0,0.7175,0.6507,16.0,39430.0,North Carolina
0.9184,1003.0,6179.0,17316.0,0.4317,0.6237,15.0,34129.0,North Carolina
0.7176,1070.0,744.0,45440.0,0.3439,0.5766,11.0,38798.0,North Carolina
0.692,1159.0,1418.0,51239.0,0.6429,0.6439,9.0,50441.0,North Carolina
0.9019,1060.0,346.0,37195.0,0.6739,0.9798,15.0,28589.0,North Carolina
0.774,1285.0,718.0,54084.0,0.3897,0.6616,9.0,19853.0,North Carolina
0.8147,948.0,4581.0,20618.0,0.4578,0.7614,16.0,37336.0,North Carolina
0.7942,1125.0,9980.0,18634.0,0.6136,0.5593,15.0,37398.0,North Carolina
0.9935,1014.0,1166.0,19807.0,0.3636,0.554,13.0,46508.0,North Dakota
0.7579,1062.0,992.0,36031.0,0.5565,0.4304,11.0,46895.0,North Dakota
0.6099,1050.0,866.0,18995.0,0.3185,0.5935,14.0,41499.0,North Dakota
0.8838,1055.0,2248.0,17425.0,0.465,0.6357,11.0,44915.0,North Dakota
0.8903,1154.0,8998.0,23529.0,0.6178,0.439,17.0,49193.0,North Dakota
0.9546,1151.0,9932.0,22482.0,0.6487,0.5022,18.0,50082.0,North Dakota
0.8145,1051.0,942.0,19078.0,0.5318,0.5223,13.0,41614.0,North Dakota
0.7001,1137.0,2991.0,35126.0,0.6763,0.5089,12.0,46368.0,Ohio
0.7901,1175.0,2808.0,52158.0,0.6632,0.5563,11.0,39272.0,Ohio
0.7873,1131.0,12779.0,23732.0,0.6248,0.5626,18.0,37537.0,Ohio
0.7417,1134.0,2045.0,50203.0,0.6153,0.6078,10.0,41645.0,Ohio
0.3024,1483.0,5697.0,71878.0,0.8436,0.4738,9.0,61888.0,Ohio
0.6224,1235.0,3613.0,44019.0,0.7335,0.5472,15.0,44534.0,Ohio
0.8483,1267.0,27188.0,26819.0,0.7298,0.5026,19.0,50244.0,Ohio
0.9129,1114.0,10208.0,24364.0,0.5084,0.5542,16.0,40514.0,Ohio
0.8063,1246.0,8555.0,62220.0,0.7979,0.4771,15.0,49256.0,Ohio
0.6221,1038.0,516.0,47356.0,0.5116,0.3973,11.0,31902.0,Ohio
0.836,1130.0,2204.0,48309.0,0.6345,0.676,13.0,41674.0,Ohio
0.8636,1104.0,1036.0,45158.0,0.5735,0.4875,15.0,32717.0,Ohio
0.8811,1266.0,2609.0,58709.0,0.7576,0.45,13.0,41464.0,Ohio
0.8731,1117.0,20136.0,25976.0,0.6766,0.6238,19.0,38063.0,Ohio
0.253,1050.0,567.0,27193.0,0.4915,0.8607,12.0,62424.0,Ohio
0.5473,1040.0,644.0,46763.0,0.4528,0.4379,13.0,35544.0,Ohio
0.7524,1050.0,811.0,39043.0,0.5772,0.5549,13.0,42400.0,Ohio
0.7803,1085.0,882.0,42830.0,0.5967,0.5896,12.0,35514.0,Ohio
0.8309,1082.0,1124.0,50549.0,0.5088,0.4875,8.0,38767.0,Ohio
0.886,1280.0,16868.0,34499.0,0.83,0.5118,16.0,46060.0,Ohio
0.5221,1020.0,621.0,24601.0,0.8068,0.876,10.0,63977.0,Ohio
0.7974,1115.0,1865.0,45175.0,0.6816,0.4874,12.0,37655.0,Ohio
0.8723,1120.0,1490.0,44567.0,0.5921,0.5987,13.0,40789.0,Ohio
0.6316,1162.0,1087.0,40167.0,0.534,0.5345,11.0,43226.0,Ohio
0.8239,1008.0,1141.0,43654.0,0.3878,0.5101,12.0,36379.0,Ohio
0.3434,1419.0,2942.0,79296.0,0.823,0.584,9.0,28437.0,Ohio
0.689,1203.0,2187.0,50110.0,0.7599,0.4344,12.0,51174.0,Ohio
0.5718,1345.0,45986.0,27817.0,0.8799,0.4977,18.0,45201.0,Ohio
0.8855,1200.0,17899.0,27672.0,0.6689,0.6033,17.0,49446.0,Ohio
0.829,1134.0,2180.0,45208.0,0.6922,0.5972,12.0,37509.0,Ohio
0.6845,1213.0,2443.0,41280.0,0.7478,0.5833,16.0,34822.0,Ohio
0.9652,1192.0,12016.0,25257.0,0.5532,0.5094,20.0,46234.0,Ohio
0.8246,1128.0,657.0,45342.0,0.4912,0.93,7.0,59477.0,Ohio
0.7992,1147.0,1635.0,43398.0,0.6856,0.5492,14.0,44880.0,Ohio
0.388,960.0,528.0,18542.0,0.1842,0.5909,19.0,29760.0,Ohio
0.9227,1133.0,1256.0,54249.0,0.6443,0.543,11.0,40461.0,Ohio
0.9604,1072.0,6879.0,22557.0,0.4393,0.5479,14.0,42048.0,Ohio
0.8402,1211.0,5124.0,58934.0,0.7515,0.5654,11.0,50231.0,Ohio
0.7815,1080.0,8306.0,19279.0,0.4703,0.5485,17.0,38078.0,Ohio
0.5391,1022.0,780.0,41218.0,0.328,0.4833,14.0,46000.0,Oklahoma
0.813,1085.0,11420.0,24564.0,0.3698,0.6235,16.0,40910.0,Oklahoma
0.6468,1034.0,2552.0,17393.0,0.309,0.5823,17.0,40599.0,Oklahoma
0.5533,977.0,279.0,27426.0,0.1889,0.4373,13.0,32481.0,Oklahoma
0.9946,1048.0,5212.0,18039.0,0.3883,0.6403,17.0,39059.0,Oklahoma
0.593,1028.0,1408.0,18658.0,0.3035,0.5845,14.0,40225.0,Oklahoma
0.9653,1129.0,1736.0,36352.0,0.5649,0.5461,15.0,45225.0,Oklahoma
0.6837,1166.0,19841.0,24239.0,0.6551,0.519,18.0,44418.0,Oklahoma
0.5574,1111.0,1407.0,44509.0,0.5351,0.5672,15.0,38804.0,Oklahoma
0.7924,1200.0,1425.0,46199.0,0.65,0.6646,10.0,46103.0,Oklahoma
0.8523,1249.0,20800.0,30260.0,0.7575,0.5124,17.0,50099.0,Oklahoma
0.8499,1123.0,3186.0,45170.0,0.5888,0.6168,16.0,38018.0,Oklahoma
0.737,1042.0,2832.0,17625.0,0.3009,0.5561,21.0,40399.0,Oklahoma
0.9412,1050.0,3541.0,21765.0,0.3866,0.6069,19.0,46928.0,Oklahoma
0.7524,1231.0,2698.0,60129.0,0.7341,0.4941,11.0,55109.0,Oklahoma
0.8254,1184.0,2545.0,52463.0,0.6947,0.6122,16.0,43528.0,Oregon
0.7945,1345.0,2096.0,71395.0,0.7416,0.6384,12.0,28462.0,Oregon
0.6798,1056.0,470.0,44311.0,0.6024,0.5894,13.0,39574.0,Oregon
0.9062,1193.0,3257.0,24778.0,0.5556,0.4777,15.0,66345.0,Oregon
0.8921,1232.0,27038.0,28582.0,0.6818,0.4788,18.0,43364.0,Oregon
0.9104,1177.0,1638.0,64365.0,0.7077,0.6068,10.0,35490.0,Oregon
0.9843,1099.0,15674.0,21620.0,0.5381,0.5622,19.0,37970.0,Oregon
0.8119,1287.0,3565.0,65498.0,0.8077,0.6216,11.0,56167.0,Oregon
0.897,1103.0,3208.0,18393.0,0.4103,0.5979,20.0,30292.0,Oregon
0.375,1103.0,861.0,49141.0,0.6436,0.5575,12.0,31646.0,Oregon
0.9056,1151.0,243.0,38707.0,0.4819,0.4897,6.0,24477.0,Pennsylvania
0.7822,1180.0,2265.0,55184.0,0.6932,0.6349,13.0,52201.0,Pennsylvania
0.8242,1184.0,1703.0,54454.0,0.6181,0.6653,10.0,36340.0,Pennsylvania
0.345,1387.0,3714.0,75922.0,0.8795,0.5277,9.0,55921.0,Pennsylvania
0.8004,1106.0,1292.0,46588.0,0.5231,0.5967,14.0,40971.0,Pennsylvania
0.9708,1050.0,4314.0,26460.0,0.4836,0.5631,19.0,40494.0,Pennsylvania
0.9205,1057.0,1244.0,42356.0,0.5229,0.8465,11.0,54087.0,Pennsylvania
0.1354,1520.0,6880.0,76870.0,0.9277,0.4984,5.0,86423.0,Pennsylvania
0.6878,1125.0,1041.0,53414.0,0.6369,0.9376,9.0,61735.0,Pennsylvania
0.9791,995.0,1011.0,54837.0,0.6262,0.5786,9.0,39952.0,Pennsylvania
0.9283,1157.0,1644.0,56623.0,0.5362,0.5931,13.0,36194.0,Pennsylvania
0.8263,1317.0,14308.0,59319.0,0.7822,0.4878,10.0,65794.0,Pennsylvania
0.8426,1235.0,5071.0,58521.0,0.7833,0.6358,13.0,53106.0,Pennsylvania
0.9339,1060.0,4275.0,22754.0,0.4854,0.5651,18.0,35867.0,Pennsylvania
0.9237,1088.0,2779.0,22017.0,0.4716,0.6024,16.0,35322.0,Pennsylvania
0.7948,1182.0,1667.0,45667.0,0.755,0.5933,12.0,45963.0,Pennsylvania
0.8359,1134.0,2681.0,48394.0,0.6427,0.5964,13.0,49832.0,Pennsylvania
0.906,1095.0,1484.0,49175.0,0.5462,0.7736,10.0,70232.0,Pennsylvania
0.7703,1075.0,2141.0,34757.0,0.5621,0.7548,13.0,62462.0,Pennsylvania
0.7958,1161.0,1363.0,44550.0,0.6862,0.7117,9.0,52491.0,Pennsylvania
0.942,1044.0,6989.0,28307.0,0.5559,0.6125,22.0,38731.0,Pennsylvania
0.8215,1045.0,1055.0,30519.0,0.4607,0.546,13.0,30656.0,Pennsylvania
0.9725,1095.0,6484.0,28612.0,0.539,0.5632,19.0,37289.0,Pennsylvania
0.9813,1062.0,932.0,43776.0,0.5139,0.6159,12.0,39146.0,Pennsylvania
0.96,1114.0,1350.0,37724.0,0.6162,0.523,15.0,32875.0,Pennsylvania
0.7764,1184.0,1635.0,60168.0,0.6791,0.5321,11.0,42968.0,Pennsylvania
0.4597,1422.0,5446.0,71489.0,0.8734,0.4603,10.0,67872.0,Pennsylvania
0.7975,983.0,1763.0,24134.0,0.4901,0.6625,13.0,30980.0,Pennsylvania
0.9499,1085.0,2361.0,20675.0,0.5389,0.6027,15.0,36597.0,Pennsylvania
0.944,1061.0,1487.0,22160.0,0.4891,0.6321,18.0,37284.0,Pennsylvania
0.8186,1118.0,1719.0,49379.0,0.6975,0.6818,11.0,42016.0,Pennsylvania
0.7738,1230.0,2350.0,50939.0,0.7696,0.6094,12.0,41140.0,Pennsylvania
0.9637,1110.0,6093.0,24459.0,0.5659,0.5913,19.0,40848.0,Pennsylvania
0.842,1002.0,1682.0,50920.0,0.4925,0.6397,15.0,51355.0,Pennsylvania
0.0587,1523.0,10644.0,65330.0,0.9622,0.5495,6.0,76746.0,Pennsylvania
